customer_id,customer_name,total_revenue,profit_margin,purchase_frequency
1050006,Olivia Thorpe,26,26,4
1670150,Mark Boles,26,26,6
1444903,Patricia Clodfelter,26,26,8
739922,Mario Bellucci,26,26,7
1755730,Linda Williams,26,26,8
482108,Michael Theissen,26,26,7
1560587,Cornelius Stewart,26,26,6
493378,Jennifer Eiffel,26,26,8
2065817,Oldrich Hlava,26,26,8
192200,Kai Rennie,26,26,7
271155,Monika Ward,26,26,7
1418988,John Walker,26,26,9
115335,Austin McAlpine,26,26,7
1369522,Jeffrey Jenkins,26,26,10
2025213,Scarlet Sinclair,26,26,10
654459,Annot Desforges,26,26,9
1059971,Faith Howell,26,26,7
1241140,Ruth Lyons,26,26,10
1558588,Joyce Cardiel,26,26,6
1015885,Michael Davey,26,26,5
494890,Stefan Traugott,26,26,4
1754192,Keith Miller,26,26,8
1466089,Sheila Arthur,26,26,7
708076,Susanna Barese,26,26,7
1423539,Jack Woodard,26,26,8
959331,Isaac Jackson,26,26,10
824810,Frederike Bekema,26,26,8
1211218,Patricia Palacios,26,26,6
1716827,Dustin Bradley,26,26,6
1681186,Jennifer Gross,26,26,8
880453,Howard Haar,26,26,6
1846531,Mary Weingartner,26,26,8
1869336,Carmen Simons,26,26,6
1195699,Eve Burrows,26,26,8
329514,Shawn Brown,26,26,9
1007026,Bailey Smart,26,26,9
72812,Mary Reginald,26,26,11
2064577,Ali Antill,26,26,8
1495716,Timothy Alvarez,26,26,11
1242885,Keith Kitchens,26,26,5
1687294,Whitney Speight,26,26,9
356049,Lakisha Neil,26,26,9
245912,Evelyn Lavender,26,26,9
131976,Jaxon Croll,26,26,5
42364,Layla Silas,26,26,10
1533894,Victoria Haynes,26,26,11
791967,Rosaura Angelo,26,26,11
1863578,Marivel Eberhart,26,26,7
1612511,Carolyn Holmes,26,26,8
1070372,Toby Moore,26,26,7
1636482,Alexandra Fisher,26,26,9
201865,Cindy Souza,26,26,7
1271222,Michael Jackson,26,26,5
1691284,Jennifer Wilson,26,26,12
247971,Rose Cox,26,26,9
1788149,Marie Goodwin,26,26,3
1474251,Dorothy Pedraza,26,26,8
1644544,Jon Musso,26,26,5
713185,Sandra Ferrari,26,26,9
1470803,Frances Boyd,26,26,7
1830367,Emanuel Easley,26,26,8
1418109,Steven Hill,26,26,9
376037,Donna Holbrook,26,26,7
2056754,Aprilia Berggren,26,26,9
1461681,Mary Gibson,26,26,13
211746,Matthew Seiler,26,26,11
945725,William Myers,26,26,4
1345502,Vanessa Styron,26,26,12
1936890,Larissa Rocha,26,26,8
556177,Lea Gloeckner,26,26,8
1342915,Maryann Edmonds,26,26,7
607356,Fanette Michaud,26,26,10
940688,Louise Burns,26,26,10
581047,Michelle Osterhagen,26,26,8
914790,Yasmin Lewis,26,26,8
1194367,Cerys Dunn,26,26,7
1711599,Basil Noyes,26,26,11
1290284,Betty Emmanuel,26,26,8
939874,Brandon Hammond,26,26,7
1190146,Sebastian Lawrence,26,26,8
1801975,Paige Tapp,26,26,8
1300892,Soila Winfrey,26,26,6
702544,Celeste Calabresi,26,26,8
367131,Heather Henderson,26,26,9
494472,Annett Muller,26,26,7
1084570,Leon Harper,26,26,9
1643134,Ted Moody,26,26,12
1507926,Aimee Wong,26,26,7
2098944,Emmeline Daviau,26,26,7
1824381,Scott Sullivan,26,26,7
2091659,Petr Pokorn�,26,26,5
2079989,Josef Macura,26,26,10
1779637,Renee Anderson,26,26,6
407047,Daniela Gerber,26,26,5
318123,Ronald Cleghorn,26,26,10
340771,Andrew Washburn,26,26,6
1974345,Lea Mayer,26,26,10
1770405,Irene Szeto,26,26,11
503562,Andreas Baumgaertner,26,26,9
722960,Roberta Moretti,26,26,5
698196,Brie Busque,26,26,8
1178728,Patrick Webb,26,26,9
343801,Shannon Robinson,26,26,8
1845084,David Gilmore,26,26,8
241365,Matthew Moncrief,26,26,10
1421506,Emma McIlvain,26,26,7
2057050,Fabricia Escamilla,26,26,5
1935843,Carlos Carvalho,26,26,7
431309,Martin Neustadt,26,26,8
165032,Anna Read,26,26,6
1684677,Diane Allen,26,26,5
1433136,Alan Her,26,26,10
1728306,Eric Coleman,26,26,8
1999333,Mateja Cindric,26,26,7
1904309,Florian Bieber,26,26,7
1269390,Mary Thomas,26,26,8
263808,Catherine Guidry,26,26,6
1445195,Joseph Snyder,26,26,7
280183,Julia Bradley,26,26,8
1467046,Robert Schlegel,26,26,6
1484343,Marc Taylor,26,26,9
1270627,Terry Pimental,25,25,10
1858814,Jill Ward,25,25,8
702870,Renzo Buccho,25,25,6
949166,Holly Lamb,25,25,6
1135188,Josh Hutchinson,25,25,9
1499317,Harry Henson,25,25,7
1626189,Mavis Kim,25,25,7
467742,Dominik Fuerst,25,25,9
1944691,Jyrki Linna,25,25,9
527421,Sophia Berg,25,25,6
490481,Doreen Abend,25,25,10
1880727,Steven Reid,25,25,10
1329996,Robert Jorgenson,25,25,6
564024,Ulrike Barth,25,25,9
1745497,Joshua Jackson,25,25,9
1360697,Mark Camacho,25,25,7
1374285,Lily Ritchie,25,25,11
758321,Giuseppa Udinesi,25,25,9
662638,Manon Lang,25,25,6
1334369,Michael Smith,25,25,8
1384464,Charles Crary,25,25,9
659827,Royce S�guin,25,25,8
537509,Kathrin Gottschalk,25,25,10
544134,Michelle Abt,25,25,7
1488083,Cathy Holmes,25,25,6
210267,Angela Reid,25,25,4
1544577,Richard Evans,25,25,9
1089537,Archie Chamberlain,25,25,4
1570925,William Slayton,25,25,9
795382,Oreste Cocci,25,25,8
1266981,Pauline Smith,25,25,7
1971893,Piia-Noora Sihvonen,25,25,7
1362769,John Brown,25,25,7
610088,Belda Mireault,25,25,5
1089890,Gracie Cartwright,25,25,9
1755781,Jaime Madrigal,25,25,7
1596238,John Miller,25,25,9
304221,Linwood Hudson,25,25,6
2031446,Ante Obad,25,25,11
622740,Allyriane Gu�dry,25,25,10
1905541,Jirina Dost�lov�,25,25,6
623181,Marphisa Brasseur,25,25,10
555903,Doreen Kappel,25,25,5
1152366,Daniel Barber,25,25,8
1594272,Charles Fischer,25,25,4
1375201,Lorena Welch,25,25,5
147413,Finn Helms,25,25,6
689013,No�mi Bussi�re,25,25,8
921878,Eleanor Law,25,25,4
245739,Franklyn Edmonson,25,25,9
1466166,Cheryl Osuna,25,25,7
949516,Shannon Conway,25,25,9
1490471,Guillermo Leon,25,25,10
383209,Nina Levine,25,25,10
1417576,James Conway,25,25,6
1407493,Ruth Wright,25,25,11
1783631,Louis Camacho,25,25,6
912216,Millie Middleton,25,25,9
1901931,Sophie Resch,25,25,7
1853113,Sammie Rountree,25,25,5
322936,Brenda Diehl,25,25,6
1337464,Kathryn Curtis,25,25,7
1582099,Ted White,25,25,7
1202604,Derek Moon,25,25,6
1351590,Otis Washington,25,25,4
1433991,Betty Durham,25,25,9
282556,Georgia Hewitt,25,25,6
1862651,Stephanie Dudley,25,25,7
392676,Blanche Lima,25,25,9
471635,Kevin Baumgartner,25,25,6
561584,Dieter Gloeckner,25,25,11
1170323,Kieran Howarth,25,25,11
892786,Frida Welman,25,25,7
909014,Tegan Macdonald,25,25,8
734455,Gioacchina Lombardi,25,25,6
1284353,Tracy Bell,25,25,6
772324,Lelia Genovese,25,25,7
1968118,Martin ?Nov�k,25,25,6
1481250,Buddy Hewitt,25,25,9
1076700,Lauren Fox,25,25,11
350710,Delois Thompson,25,25,7
757031,Arturo Marchesi,25,25,9
1900139,Generosa Ybarra,25,25,5
401785,Katrin Eiffel,25,25,10
1072272,Lara Atkinson,25,25,11
20069,Jesse Parry-Okeden,25,25,8
1252370,Andrew Brown,25,25,8
1415442,Maurice Rickman,25,25,7
203191,Derek Ditto,25,25,8
1256860,Allen Drumheller,25,25,6
1327623,Terry Little,25,25,10
1355146,Linda Sample,25,25,9
1620151,Alan Murray,25,25,8
678886,Dominique Miron,25,25,5
1165542,Georgina Sullivan,25,25,6
701397,Manuel Milanesi,25,25,7
980164,Evie Gardiner,25,25,7
401266,Stephan Probst,25,25,7
1502234,Joann Becerra,25,25,9
101100,Archer Edgerton,25,25,7
632425,No�mi Alexandre,25,25,8
2007028,Georg Pettersen,25,25,7
1870500,Charles Stanley,25,25,8
2073064,Nora Jensen,25,25,9
1347884,Christy Smith,25,25,5
1073964,Sienna Mason,25,25,9
266019,Joan Roche,25,25,6
1087841,Mohammad Fraser,25,25,8
957867,Caitlin Mistry,25,25,12
1400159,Ruby Mullis,25,25,10
1590518,Robert Carson,25,25,9
523197,Jennifer Himmel,25,25,7
1415440,William Odea,25,25,7
1317733,Kathy Adams,25,25,7
1878787,Susan Lemley,25,25,5
1276836,Jose Shirley,25,25,8
1148222,Scarlett Carpenter,25,25,4
1228544,Janice Bateman,25,25,7
918186,Robert Atkinson,25,25,4
502758,Lukas Bieber,25,25,8
541458,Lucas Freitag,25,25,10
938948,Scott Page,25,25,8
227898,Michael Marks,25,25,10
926874,Demi Taylor,25,25,8
1650975,Bradley Mullins,25,25,5
1398115,Steve Caulfield,25,25,10
1013139,Alex Wheeler,25,25,7
1045339,Lilly Flynn,25,25,5
940321,Muhammad Ward,25,25,5
560662,Sara Vogler,25,25,7
917772,Lewis Waters,25,25,10
602244,Russell Neufville,25,25,5
76021,Jett Moncrieff,25,25,10
1865362,Kevin Oldenburg,25,25,8
932629,Jacob Powell,25,25,7
174176,Flynn Mei,25,25,10
975773,Skye Cooper,25,25,11
564676,Juliane Propst,25,25,8
1112419,Ethan Sutton,25,25,10
259681,Jane Dildy,25,25,14
1991339,Alice Peacock,25,25,5
1001523,Poppy Johnson,25,25,10
1737854,Mark Jackson,25,25,7
675600,Kari Rossignol,25,25,7
811809,Annebelle van Lier,25,25,8
522474,Dieter Durr,25,25,7
911091,Finley Heath,25,25,9
1750528,John Payne,25,25,11
2009243,Andreas Reiniger,25,25,4
1424211,Debra Gilbert,25,25,7
283837,Allen Lau,25,25,6
1524428,Deidre Flynt,25,25,8
844208,Enzo Elema,25,25,5
229949,Brian Watson,25,25,8
108311,Cooper Evans,25,25,8
1918131,Ashley Bosisto,25,25,10
1735272,Christopher Saiz,25,25,5
368190,Irma Trujillo,25,25,8
1742088,Sharon Jackson,25,25,12
1827725,Angelina Forehand,25,25,7
672896,Crescent Boncoeur,25,25,8
1956404,Emilly Gomes,25,25,6
305321,Wilbur Clay,25,25,10
1830019,Jill Grant,25,25,7
2027502,Felix Abt,25,25,7
1516885,Linda Davis,25,25,7
1071326,Alexander Page,25,25,9
3203,Aidan Kane,25,25,8
1263974,Elizabeth Billy,25,25,11
1939196,Noah Christensen,25,25,6
2032588,Henri Berthiaume,25,25,8
1823848,Chau Roach,25,25,4
152438,Charlie Deschamps,25,25,7
1322032,Anthony Turney,25,25,6
749068,Adelia Zito,25,25,7
1219391,Oscar Sullivan,25,25,7
1656861,Valerie Davis,25,25,8
758863,Ulderico Castiglione,25,25,5
1003107,David Lane,25,25,7
146194,Natasha Stanton,25,25,9
1878834,Randy Krebs,25,25,12
1968385,Geppe Ruelas,25,25,9
1975386,Dragana Martinovic,25,25,9
633846,Rachelle Richard,25,25,6
1639435,Joan White,25,25,9
1474264,Velia Solis,25,25,8
1979837,Vlatka Juric,25,25,8
259407,Aaron Johnson,25,25,7
1939960,Lucie �tenclov�,25,25,8
1432652,Kate Young,25,25,8
601837,Th�ophile Aucoin,25,25,5
397988,Ryan Arnold,25,25,5
2022861,Else Filemonsen,25,25,9
1861020,Scott Fullen,25,25,8
1425386,January Francis,25,25,5
2085857,Elisabeth Berthelsen,24,24,7
1891501,Marty Wells,24,24,4
1857436,Richard Krauss,24,24,8
442699,Martina Metzger,24,24,8
1859167,Ashley Hall,24,24,9
665776,Mavise Rochefort,24,24,7
247866,Michael Faught,24,24,7
1237959,Cindy Moore,24,24,4
259651,Jae Conwell,24,24,6
652486,Annette Leclerc,24,24,7
303085,Willie Olson,24,24,7
706132,Aladino Genovese,24,24,7
1691895,Robert Humphrey,24,24,8
98002,Zara Finney,24,24,7
1939210,Anastasie Josseaume,24,24,5
954784,Rebecca McDonald,24,24,7
1823888,Thomas Obregon,24,24,8
449696,Maria Pfeffer,24,24,7
1724286,Ralph Talley,24,24,5
93339,Bianca Boston,24,24,7
1490323,Lynette Carrington,24,24,6
1456036,Dawn Watson,24,24,10
1426124,Priscilla Click,24,24,7
1420996,Samual Day,24,24,9
1481042,Steve Martinez,24,24,9
1512558,Kimberly Walden,24,24,7
1719777,Renato Wright,24,24,7
1425449,Louise Lamothe,24,24,6
1615839,Mark Haas,24,24,7
1882594,Haley Cassell,24,24,9
1145044,Kian James,24,24,6
67157,Levi Knox,24,24,10
2082991,Michael Ward,24,24,9
303782,Florence Manriquez,24,24,7
1436891,Christopher Kimble,24,24,9
1969736,Leah Schulz,24,24,6
397223,Clifford Glover,24,24,7
830137,Lennox van der Kroef,24,24,5
1484053,Mary Williams,24,24,9
1949270,Josef Povoln�,24,24,8
365703,Fran Staton,24,24,6
382178,Troy Ruch,24,24,6
1758053,Charlotte Costa,24,24,4
1029868,Toby Farrell,24,24,6
1679618,Paul Moreno,24,24,5
375384,Nina Machado,24,24,6
1885023,Lauren Forsythe,24,24,8
933086,Leo Coleman,24,24,10
513256,Lena M�ller,24,24,4
1802110,Richard Velez,24,24,9
1104029,Harrison Gardiner,24,24,7
1677739,Kevin Alvarez,24,24,4
1714587,Emma Pickard,24,24,10
1570733,Jerry Fisher,24,24,7
1737038,William Berry,24,24,3
1510026,Christopher Alvarado,24,24,7
1943961,Maximiliana Hern�ndez,24,24,9
907138,Alice Potts,24,24,5
17412,Mitchell Kwok,24,24,6
1226702,Jessica Hill,24,24,6
1321913,Donald Higdon,24,24,9
1469753,Thomas Hale,24,24,9
1525958,Mae Bowers,24,24,7
1173844,Mia Brookes,24,24,6
1157976,Zoe Sinclair,24,24,6
383111,Ross Steadham,24,24,8
241760,Paul Guy,24,24,6
1266821,Brian Rozell,24,24,8
445503,Mike Gerber,24,24,8
331822,Brian Gulley,24,24,9
2076591,Moore Herv�,24,24,10
1870287,Linda Giroux,24,24,9
953917,Tia Dean,24,24,7
837870,Jia Schepens,24,24,11
211486,Willie Brito,24,24,6
303506,Gloria Cushman,24,24,7
417969,Max Waechter,24,24,9
1970732,Rostislav Trnka,24,24,9
118271,Abigail Reymond,24,24,10
1568,Luke Virtue,24,24,9
639067,Christian Lachapelle,24,24,8
686760,Parnella Lajoie,24,24,8
2020420,Delfor Aguilera,24,24,11
703938,Facondo Fanucci,24,24,13
626560,Arno Blanc,24,24,8
1388801,Frederic Burnett,24,24,13
1661150,Leila Ford,24,24,7
2080936,Cezar Duda,24,24,11
2087433,Eli�ka Klof�cov�,24,24,8
1910821,Sara Dam,24,24,10
65372,Logan Iredale,24,24,8
891896,Nour Walburg,24,24,4
836443,Darcy van den Eertwegh,24,24,6
1616770,John Smith,24,24,7
1933910,Rory Bleakley,24,24,7
1599863,Christine Braud,24,24,6
550501,Monika Schulz,24,24,6
1234718,Mary McDougall,24,24,6
420053,Patrick Thalberg,24,24,5
1921829,Jir� Veverka,24,24,7
973411,Freddie Andrews,24,24,6
1961979,Emir Concepci�n,24,24,7
1590912,David Foster,24,24,9
1538967,Richard Dingman,24,24,6
1714238,Barry Parker,24,24,9
817078,Arent Haarman,24,24,5
1890777,Bridget James,24,24,5
79191,Caitlyn Waterhouse,24,24,6
420977,Daniela Thalberg,24,24,6
1066623,Max Cole,24,24,6
1489650,Albert Merritt,24,24,6
1799821,Darla Wilcox,24,24,10
562011,Sophia Kirsch,24,24,6
674424,Scoville Lamy,24,24,7
2022243,Theodor Tj�rhom,24,24,6
728312,Amelia Padovesi,24,24,5
1711488,Jerrie Tylor,24,24,7
1065501,Sofia Dobson,24,24,5
1134929,Shannon Baker,24,24,6
584095,Markus Duerr,24,24,8
1533906,Jodi Bolt,24,24,7
241513,Heidi Powers,24,24,6
99988,Daniel Deen,24,24,6
1599978,Jose Rodriguez,24,24,8
785344,Salvo Baresi,24,24,6
240085,Jena Lundy,24,24,5
800273,Dario Klep,24,24,9
1703670,Carolyn Gunter,24,24,7
1551713,Josefa Fisher,24,24,7
762652,Albino Davide,24,24,8
1671672,James Hey,24,24,8
1915783,Ahmend Vel�squez,24,24,7
1284918,Imelda Vigil,24,24,7
1548942,Regina Maske,24,24,7
1586587,Denise Bernier,24,24,8
1360450,Todd Simmons,24,24,6
319202,Laura Diaz,24,24,6
909339,Thomas Bartlett,24,24,7
1023840,Ava Davison,24,24,6
522652,Mathias Adler,24,24,8
339050,Jacob Craver,24,24,6
459544,Sabrina Schr�der,24,24,4
1386439,Mary Taylor,24,24,8
1018188,Rebecca Cox,24,24,7
888301,Hillary Lewis,24,24,7
1950883,Sille Madsen,24,24,6
1560490,Gerald Beltran,24,24,10
1712795,Stephanie Brown,24,24,8
1400721,Eva Dale,24,24,9
1368341,Denise Sea,24,24,9
1808006,Barbara Ellis,24,24,8
1279175,Kevin Gross,24,24,10
536119,J�rg Loewe,24,24,6
1688415,Rebecca Nelson,24,24,7
538801,Christine Kluge,24,24,6
471681,Benjamin Kruger,24,24,5
964222,Kian Bishop,24,24,7
947758,Ellie Bond,24,24,13
1546540,Nancy Foret,24,24,6
1354873,Jeremy James,24,24,8
997963,Mia Woods,24,24,7
1979787,Alica Cassidy,24,24,7
1208968,Lucy Ketron,24,24,12
1437275,Margaret Hayes,24,24,8
1168405,Tia Carpenter,24,24,5
118829,Max Hutt,24,24,8
1650383,Eugene Ford,24,24,8
1957771,Slavka Varga,24,24,6
250884,Kyle Askins,24,24,7
85597,Jaxon Hornibrook,24,24,6
1659595,Eddie Evans,24,24,9
1795690,Louis Lee,24,24,10
737166,Olinto Lo Duca,24,24,6
1065583,John Hunt,24,24,6
224035,Luke Lever,24,24,11
931321,Charlotte Parsons,24,24,7
1855892,Michael Johnson,24,24,8
599141,Luca Maier,24,24,9
1407128,Steven McMullen,24,24,5
636266,Royce Chauvet,24,24,5
593904,Petra Schiffer,24,24,8
1517199,Merle Harrell,24,24,10
1906508,Morten Lorenzen,24,24,5
1022388,Isabella Atkins,24,24,10
785245,Cassandra Calabrese,24,24,7
282615,Denise Paul,24,24,6
1002790,Alice Moss,24,24,7
1204568,Denise Devine,24,24,8
659962,Dominique Desilets,24,24,9
1780221,Jason Morgan,24,24,8
1627394,Joseph Hart,24,24,8
1657976,Debra Quevedo,24,24,6
1719849,Josephine Billings,24,24,8
1363803,Erin Stevens,24,24,6
1482513,Richard Lauritsen,24,24,9
1584962,Richard Steele,24,24,9
1646517,Leon Navarra,24,24,8
786560,Letterio Romano,24,24,5
446515,Sabine Hertzog,24,24,6
33444,Brodie Thirkell,24,24,8
2093086,Gerald Johansson,23,23,6
1505443,Charla Counts,23,23,9
2006704,Jai Creal,23,23,7
2015373,Lisa Calloway,23,23,5
432814,David Kr�ger,23,23,8
1754573,Lewis Rountree,23,23,7
1951334,Nicole Castro,23,23,9
459343,Yvonne Kuhn,23,23,5
539789,Monika Oster,23,23,5
1051282,Jennifer Nolan,23,23,7
1777880,Holly Hunter,23,23,5
1548927,Elizabeth Baker,23,23,12
1553965,John Rosado,23,23,7
1361542,Willie Pottorff,23,23,6
2099383,Yseult Lacharit�,23,23,6
1160349,Jessica Bates,23,23,8
510088,Andreas Farber,23,23,6
380931,William Post,23,23,5
1729473,Lisa Moe,23,23,3
1951611,Jelica �aric,23,23,6
1037400,Jack Chan,23,23,9
1486762,Ashley Currie,23,23,4
1178379,Poppy Hardy,23,23,8
1893869,Saul McFadden,23,23,10
1997765,Sinikka Silvan,23,23,8
926578,Jessica Wallace,23,23,7
467886,Eric Kaestner,23,23,7
1476600,Anthony Anderson,23,23,7
342512,Rita Smith,23,23,7
1702622,Frank Harris,23,23,7
1926364,Madison Frankland,23,23,10
1317634,Rose Kennedy,23,23,3
284579,Michael Moore,23,23,7
1535814,Delores Keister,23,23,5
254540,Hazel Skiles,23,23,10
1378439,Maria Reid,23,23,7
1317281,Charles Isaac,23,23,7
671129,Franck Souplet,23,23,4
1316604,Kevin Williams,23,23,5
1879693,Anne Simmerman,23,23,8
1682354,Edna Castelli,23,23,8
1357114,Frank Barger,23,23,9
426724,Florian Eichmann,23,23,6
1346534,Troy Worth,23,23,8
1583342,Jimmy Phillips,23,23,8
1531796,Dionne Taylor,23,23,10
1030143,Harriet Houghton,23,23,5
1148022,Alexandra Singh,23,23,7
1096714,Jake Brennan,23,23,8
842317,Philippus Nicolai,23,23,11
1720025,Joseph Waters,23,23,4
2006758,Petrine Andersen,23,23,4
297462,Heath Byrd,23,23,7
1709993,Terry Juarez,23,23,6
875626,Brain den Dulk,23,23,8
413703,Christine Reinhard,23,23,6
362234,Audrey Felice,23,23,9
1323882,George Tarwater,23,23,9
127417,Elizabeth Brookman,23,23,5
732580,Maria Teresa Genovese,23,23,5
1861173,Marion Henry,23,23,9
894252,Jozua Schalken,23,23,3
1037348,Eva Palmer,23,23,6
1860642,Nancy Sherman,23,23,9
796191,Eugenia Bruno,23,23,10
1097057,Tilly Dunn,23,23,8
434588,Sandra Hertz,23,23,4
1635565,Bruce Vargas,23,23,5
48733,Sophia Gunther,23,23,5
892225,Chanou Hardeman,23,23,5
1386224,Donald Young,23,23,6
1862990,Joyce Scott,23,23,6
1052970,Callum Johnson,23,23,6
1834516,Roy Hendrix,23,23,9
887549,Yrsa Veening,23,23,11
1146329,Tegan Hopkins,23,23,6
2090990,Lilly Gratton,23,23,4
1764911,Marguerite Olson,23,23,8
1341195,Angelo Nolan,23,23,7
1585780,Stephen Williams,23,23,9
1987314,Lea Wurfel,23,23,6
1564311,Corey Angel,23,23,5
514299,Max Hertz,23,23,8
1669695,Joseph Hebron,23,23,7
565707,David Maurer,23,23,6
1427869,Wyatt Holquin,23,23,5
1259841,Jacqueline Perez,23,23,6
1552696,James Thomas,23,23,12
1453389,Gladys Young,23,23,5
215895,Louise Leffel,23,23,9
1378782,Travis Ingram,23,23,8
607852,Eglantine Briard,23,23,9
179144,Isabel Crace,23,23,8
1465552,Nancy Ford,23,23,9
1714594,Michael Bearden,23,23,4
227281,Mark Ratcliff,23,23,6
506422,Matthias Baader,23,23,7
299823,Karen Brown,23,23,4
1229112,Jill Shelton,23,23,7
1959237,Taylor Jones,23,23,6
1173991,Millie Saunders,23,23,6
484432,Angelika Loewe,23,23,7
363462,Robert Kirwin,23,23,9
1353398,Pamela Smith,23,23,11
1358736,Edward Tomlinson,23,23,9
436818,Martina Schneider,23,23,10
887764,Sofie Molenschot,23,23,11
258429,Julia Woods,23,23,5
1467036,Gail Pena,23,23,12
1135465,Samuel Naylor,23,23,9
1583625,Karen Rivera,23,23,10
1675546,Cynthia Green,23,23,9
1439472,Barbara Garnett,23,23,4
738786,Odetta  Fiorentini,23,23,4
1503418,John Barlow,23,23,8
1501073,Hilda Young,23,23,7
1536373,Stanley Blank,23,23,9
1272285,Mary Tibbetts,23,23,11
1010453,Lilly Henderson,23,23,4
1623146,Tamara Jones,23,23,7
1372423,Kari Byrne,23,23,7
1703974,John Bowling,23,23,7
1677794,Jessica Long,23,23,9
1526191,Michael Pendergast,23,23,9
1892767,Gary Ward,23,23,6
20237,Riley Montefiore,23,23,6
1790883,Stanley Myers,23,23,7
1304950,Charlotte Harnish,23,23,6
1820327,Joshua Davis,23,23,12
504386,Kathrin Schwab,23,23,5
505034,Lukas Friedmann,23,23,6
872673,Bing Schulten,23,23,6
719846,Maddalena Greece,23,23,7
1793197,Jesus Lipscomb,23,23,9
1729484,Charles Ives,23,23,9
1000489,Georgina Kirk,23,23,10
1739969,Kimberly Salzer,23,23,6
1653099,Bradley Ortega,23,23,7
1785735,Tressie Mitchell,23,23,8
1499462,Teresa Cargill,23,23,12
542943,Jessica Fenstermacher,23,23,7
1954880,Castimir Pejic,23,23,10
421034,Alexander Baumgaertner,23,23,4
2087852,Ali Koerstz,23,23,9
1392666,Eddie Golla,23,23,4
1781953,Robert Meyers,23,23,9
449456,Katja Bosch,23,23,5
1722764,Connie McKinley,23,23,4
1806498,James Jacobs,23,23,6
1753601,Teresa Baxter,23,23,7
1869800,Rita Sangster,23,23,7
1987493,Charles Bayerl,23,23,9
328915,Eloise McCall,23,23,7
1140712,Finley Watkins,23,23,8
761177,Annunziata Ricci,23,23,6
1633409,Paul Burt,23,23,7
783691,Pupetta Udinese,23,23,4
1690458,Jennifer Quick,23,23,10
1223275,Jay Holmes,23,23,4
300044,Derrick Flaherty,23,23,7
1866245,Elliott Velazquez,23,23,6
957843,Patrick Little,23,23,9
2062344,James Coleman,23,23,8
12729,Xavier Sturdee,23,23,6
1488734,Nicole Vickery,23,23,4
564321,Katharina Gerber,23,23,6
497679,Bernd Holtzmann,23,23,8
1530756,Robert Fitzmaurice,23,23,5
154042,Alex Follett,23,23,8
239991,Wayne Chung,23,23,6
501902,Wolfgang Werfel,23,23,5
828969,Rapha�l Kors,23,23,8
1472355,Michael Koch,23,23,5
1592641,Lavonne Greer,23,23,8
1996108,Helen Dunn,23,23,5
1792062,Adam Avery,23,23,6
738305,Rodolfo Piazza,23,23,7
519438,Uta Koenig,23,23,5
1729878,Kathryn Galloway,23,23,9
996031,Emma Lambert,23,23,7
1792421,Stanley Thomas,23,23,8
1210412,Clement Stamps,23,23,6
783323,Galdino Sagese,23,23,6
628139,Holly Pariseau,23,23,6
844474,Wisse Prinsen,23,23,7
1279342,Harold Valdez,23,23,9
1725488,Oren Jacobson,23,23,6
1326042,Dexter Ledford,23,23,7
1088403,Lucy Scott,23,23,7
466300,Jonas Shuster,23,23,6
509948,Sven Gerber,23,23,5
1658428,James Weber,23,23,7
1998377,Mirjana Hrvatin,23,23,4
1457295,Donald Boley,23,23,9
1738763,Mathew Johnson,23,23,4
1296282,Richard Rew,23,23,11
1163647,Eleanor Brennan,23,23,7
149955,Jaxon Fyans,23,23,5
1422363,Felicia Rosson,23,23,7
1569944,Anna Deines,23,23,7
808497,Fabienne Keulers,23,23,6
1254806,Gregory Diaz,23,23,4
2079584,Harun Bj�rk,23,23,5
1298688,Ann Geary,23,23,4
1595616,John Schendel,23,23,6
1086276,Courtney Dyer,23,23,7
797322,Quintiliano Padovano,23,23,6
1367878,Brian Thomas,23,23,8
1344505,Pauline Chaparro,23,23,5
535370,Jennifer Sch�fer,23,23,6
1022980,Jake Patel,23,23,7
1795078,Edward George,23,23,4
1929478,Sadoc Benavides,23,23,6
1411591,Concetta Muniz,23,23,6
1391057,John Pinkley,23,23,9
1714451,Ernest Griggs,23,23,5
1671513,Benjamin Pellegrin,23,23,7
1049709,Matilda Weston,23,23,10
1768779,Monica Turner,23,23,8
402983,Laura Nacht,23,23,7
1886388,Carol Miller,23,23,7
832813,Silver Floris,23,23,8
1349918,Estella Craig,23,23,6
1681761,Andrew Arnold,23,23,8
746898,Maia Lorenzo,23,23,7
1308706,Christina Dougherty,23,23,8
1027802,Abbie Burrows,23,23,5
2016041,Melvin Berg,23,23,5
1743083,Andreas Gamble,23,23,8
1545927,Christopher Rivera,23,23,10
1017199,Alexandra Walker,23,23,7
1716647,Meda Newell,23,23,10
1301552,Russell Whitehurst,23,23,10
2021916,Felicja Adamska,23,23,6
1608259,Palmer Maples,23,23,9
1415483,John Hitt,23,23,7
949774,Evan Elliott,23,23,8
1691086,Liane Farmer,23,23,8
485922,Lea Abend,23,23,9
1146124,Sam Bull,23,23,6
1364716,Gloria Mattera,22,22,4
1281731,Leslie Shapiro,22,22,6
1580459,June Weaver,22,22,8
160533,Brock Mahomed,22,22,3
417932,Ralph Gruenewald,22,22,6
1438951,Javier Carr,22,22,7
1434399,Jeff Hughes,22,22,6
1021674,Aaron Booth,22,22,9
1616456,Susan Garcia,22,22,4
259457,Nicholas Gordon,22,22,4
347235,Betty Hawthorne,22,22,8
2053862,Evie Creal,22,22,8
